123	205
123	209
123	213
123	217
123	221
123	225
123	229
123	233
123	237
123	241
123	245
123	249
123	253
123	257
123	261
123	265
123	269
123	273
123	277
123	281
123	285
123	289
123	293
123	297
123	301
123	305
123	309
123	313
123	317
123	321
123	325
123	329
123	333
123	337
122	340
118	340
114	340
110	340
106	340
102	340
98	340
94	340
90	340
86	340
83	340
83	336
83	332
83	328
83	324
83	320
83	316
83	312
83	308
83	304
83	300
83	296
83	292
83	288
83	284
83	280
83	276
83	272
83	268
83	264
83	260
83	256
83	252
83	248
83	244
83	240
83	236
83	232
83	228
83	224
83	220
83	216
83	212
83	208
83	204
83	200
83	196
83	192
83	188
83	184
83	180
83	176
83	172
83	168
83	164
83	160
83	156
83	152
83	148
83	144
83	140
83	136
83	132
83	128
83	124
83	120
83	116
83	112
83	108
83	104
83	100
83	96
83	92
83	88
83	84
83	80
83	76
83	72
83	68
83	64
83	60
83	56
83	52
83	48
83	44
83	40
83	36
83	32
83	28
83	24
83	20
83	16
83	12
85	11
89	11
93	11
97	11
101	11
105	11
109	11
113	11
117	11
121	11
125	11
129	11
133	11
137	11
141	11
145	11
149	11
153	11
157	11
161	11
165	11
169	11
173	11
177	11
181	11
185	11
189	11
193	11
197	11
201	11
205	12
209	12
213	12
217	12
221	13
225	13
229	14
233	15
237	16
241	17
245	19
247	20
251	22
255	24
259	25
262	27
265	30
268	32
272	35
274	37
277	40
280	43
282	45
285	49
287	52
289	56
291	59
293	62
295	66
296	69
298	73
299	77
300	81
300	84
300	88
301	92
301	96
301	100
301	104
301	108
301	112
301	115
301	120
301	124
300	127
300	131
300	135
299	139
298	143
297	147
295	150
294	154
292	158
290	161
288	164
286	168
283	171
281	174
278	177
276	179
273	182
269	185
266	187
263	189
260	191
256	193
253	195
249	197
245	198
242	199
238	201
235	202
230	203
227	203
223	204
219	205
215	205
211	205
207	205
203	205
199	205
195	205
191	205
187	205
183	205
179	205
175	205
171	205
167	205
163	205
159	205
155	205
151	205
147	205
143	205
139	205
135	205
131	205
127	205
123	205
123	205
123	168
127	168
131	168
135	168
139	168
143	168
147	168
151	168
155	168
159	168
163	168
167	168
171	168
175	168
179	168
183	168
187	168
191	168
195	168
199	168
203	168
207	168
211	168
214	167
219	167
222	166
226	165
230	163
234	162
237	160
241	158
244	156
247	153
250	150
252	147
255	144
256	140
258	137
259	133
260	129
261	125
262	121
262	117
262	113
262	109
262	105
262	102
262	98
261	94
260	90
260	86
258	82
257	78
255	75
253	72
250	68
248	66
245	63
242	61
239	58
235	56
231	55
228	53
224	52
220	51
216	50
212	50
208	49
204	49
200	49
196	49
193	48
189	48
185	48
181	48
177	48
173	48
169	48
165	48
161	48
157	48
153	48
149	48
145	48
141	48
137	48
133	48
129	48
125	48
123	50
123	54
123	58
123	62
123	66
123	70
123	74
123	78
123	82
123	86
123	90
123	94
123	98
123	102
123	106
123	110
123	114
123	118
123	122
123	126
123	130
123	134
123	138
123	142
123	146
123	150
123	154
123	158
123	162
123	166
123	168
366	185
366	181
366	177
366	173
366	169
366	165
366	161
366	157
366	153
366	149
366	145
366	141
366	137
366	133
366	129
366	125
366	121
366	117
366	113
366	109
366	105
366	101
366	97
366	93
366	89
366	85
366	81
366	77
366	73
366	69
366	65
366	61
366	57
366	53
366	49
366	45
366	41
366	37
366	33
366	29
366	25
366	21
366	17
366	13
368	11
372	11
376	11
380	11
384	11
388	11
392	11
396	11
400	11
404	11
408	11
412	11
416	11
420	11
424	11
428	11
432	11
436	11
440	11
444	11
448	11
452	11
456	11
460	11
464	11
468	11
472	11
476	11
480	11
484	11
488	11
492	11
496	11
500	11
504	11
508	11
512	11
516	11
520	11
524	11
528	11
532	11
536	11
540	11
544	11
548	11
552	11
556	11
560	11
564	11
568	11
572	11
572	14
572	18
572	22
572	26
572	30
572	34
572	38
572	42
572	46
571	48
567	48
563	48
559	48
555	48
551	48
547	48
543	48
539	48
535	48
531	48
527	48
523	48
519	48
515	48
511	48
507	48
503	48
499	48
495	48
491	48
487	48
483	48
479	48
475	48
471	48
467	48
463	48
459	48
455	48
451	48
447	48
443	48
439	48
435	48
431	48
427	48
423	48
419	48
415	48
411	48
407	48
405	50
405	54
405	58
405	62
405	66
405	70
405	74
405	78
405	82
405	86
405	90
405	94
405	98
